TransactionID,ProductID,WarehouseID,TransactionType,TransactionDate,Quantity,UnitCost,TotalValue,ReferenceNumber,ReasonCode,StockBefore,StockAfter,ProcessedBy,Notes,CreatedBy,CreatedDate
2131,1511,2,Return,2026-03-04,2,257.57,515.14,RET-89056,Customer Return,76,78,system,Transaction processed for WH_200 location,system,2026-03-04
2132,1551,1,Sale,2025-09-26,-3,67.04,201.12,SO-51306,Customer Sale,3,0,warehouse2,Transaction processed for WH_100 location,system,2025-09-26
2133,3051,1,Return,2025-08-05,1,181.19,181.19,RET-39231,Customer Return,112,113,warehouse2,Transaction processed for WH_100 location,system,2025-08-05
2134,1532,1,Sale,2025-08-16,-21,67.64,1420.44,SO-89888,Customer Sale,83,62,warehouse1,Transaction processed for WH_100 location,system,2025-08-16
2135,3031,3,Sale,2025-07-29,-27,419.97,11339.19,SO-39313,Customer Sale,113,86,system,Transaction processed for WH_500 location,system,2025-07-29
2136,2051,2,Sale,2025-08-06,-3,16.44,49.32,SO-12248,Customer Sale,81,78,system,Transaction processed for Backup location,system,2025-08-06
2137,3101,1,Return,2025-10-27,2,91.55,183.1,RET-84146,Customer Return,53,55,warehouse2,Transaction processed for WH_100 location,system,2025-10-27
2138,1541,1,Sale,2025-12-26,-39,132.59,5171.01,SO-35532,Customer Sale,73,34,system,Transaction processed for WH_100 location,system,2025-12-26
2139,3104,2,Transfer,2026-02-02,-8,118.89,951.12,TRF-3907,Warehouse Transfer,78,70,warehouse2,Transaction processed for WH_200 location,system,2026-02-02
2140,3104,2,Return,2026-01-15,3,95.11,285.33,RET-52576,Customer Return,31,34,system,Transaction processed for Backup location,system,2026-01-15
2141,2101,2,Sale,2025-11-06,-6,13.5,81.0,SO-71386,Customer Sale,131,125,warehouse1,Transaction processed for WH_200 location,system,2025-11-06
2142,3082,1,Sale,2025-12-10,-11,84.82,933.02,SO-24734,Customer Sale,109,98,warehouse1,Transaction processed for WH_100 location,system,2025-12-10
2143,2011,1,Sale,2025-12-05,-44,124.64,5484.16,SO-13299,Customer Sale,97,53,system,Transaction processed for WH_100 location,system,2025-12-05
2144,3021,1,Transfer,2025-11-06,-30,270.38,8111.4,TRF-2341,Warehouse Transfer,30,0,system,Transaction processed for WH_100 location,system,2025-11-06
2145,3071,2,Receipt,2025-09-24,164,39.69,6509.16,PO-5603,Purchase Order Receipt,88,252,system,Transaction processed for WH_200 location,system,2025-09-24
2146,3072,1,Sale,2026-01-11,-6,10.7,64.2,SO-22534,Customer Sale,60,54,warehouse1,Transaction processed for WH_100 location,system,2026-01-11
2147,3081,1,Sale,2025-09-16,-26,58.16,1512.16,SO-91457,Customer Sale,102,76,system,Transaction processed for WH_100 location,system,2025-09-16
2148,2071,1,Transfer,2026-03-20,-8,21.94,175.52,TRF-3957,Warehouse Transfer,49,41,warehouse1,Transaction processed for WH_100 location,system,2026-03-20
2149,3103,2,Adjustment,2026-04-30,-10,180.33,1803.3,ADJ-2149,Physical Count,79,69,warehouse1,Transaction processed for Backup location,system,2026-04-30
2150,3102,1,Receipt,2025-12-12,146,169.32,24720.72,PO-2629,Purchase Order Receipt,61,207,warehouse1,Transaction processed for WH_100 location,system,2025-12-12
2151,3091,2,Sale,2025-09-28,-8,456.94,3655.52,SO-38274,Customer Sale,32,24,warehouse2,Transaction processed for Backup location,system,2025-09-28
2152,1563,1,Adjustment,2025-09-05,19,70.33,1336.27,ADJ-2152,System Correction,53,72,system,Transaction processed for WH_100 location,system,2025-09-05
2153,3104,2,Sale,2026-01-26,-25,118.89,2972.25,SO-18723,Customer Sale,115,90,warehouse2,Transaction processed for Backup location,system,2026-01-26
2154,3092,1,Sale,2025-12-23,-33,540.11,17823.63,SO-16843,Customer Sale,224,191,warehouse2,Transaction processed for WH_100 location,system,2025-12-23
2155,3081,1,Sale,2026-02-23,-14,58.16,814.24,SO-71880,Customer Sale,16,2,system,Transaction processed for WH_100 location,system,2026-02-23
2156,3032,1,Receipt,2025-12-17,142,247.73,35177.66,PO-4728,Purchase Order Receipt,157,299,warehouse1,Transaction processed for WH_100 location,system,2025-12-17
2157,2031,1,Transfer,2026-04-23,-27,23.04,622.08,TRF-1276,Warehouse Transfer,97,70,warehouse2,Transaction processed for WH_100 location,system,2026-04-23
2158,1531,1,Adjustment,2025-11-28,-3,91.09,273.27,ADJ-2158,Cycle Count,33,30,system,Transaction processed for WH_100 location,system,2025-11-28
2159,3092,1,Return,2025-09-06,5,432.09,2160.45,RET-18411,Customer Return,342,347,warehouse2,Transaction processed for WH_100 location,system,2025-09-06
2160,2011,2,Sale,2026-01-13,-23,124.64,2866.72,SO-74688,Customer Sale,35,12,warehouse2,Transaction processed for Backup location,system,2026-01-13
2161,3013,1,Sale,2026-02-26,-49,344.68,16889.32,SO-43857,Customer Sale,146,97,warehouse1,Transaction processed for WH_100 location,system,2026-02-26
2162,2011,1,Receipt,2026-04-25,21,126.23,2650.83,PO-9626,Purchase Order Receipt,128,149,warehouse2,Transaction processed for WH_100 location,system,2026-04-25
2163,3091,2,Adjustment,2026-02-16,-10,456.94,4569.4,ADJ-2163,Cycle Count,86,76,warehouse2,Transaction processed for WH_200 location,system,2026-02-16
2164,2112,1,Damage,2026-03-27,-8,66.6,532.8,DMG-2164,Quality Issue,156,148,warehouse1,Transaction processed for WH_100 location,system,2026-03-27
2165,2021,1,Sale,2025-12-15,-33,71.31,2353.23,SO-41272,Customer Sale,235,202,warehouse2,Transaction processed for WH_100 location,system,2025-12-15
2166,1561,1,Receipt,2025-12-17,116,78.1,9059.6,PO-8438,Purchase Order Receipt,71,187,warehouse2,Transaction processed for WH_100 location,system,2025-12-17
2167,3052,2,Transfer,2025-12-05,-8,115.25,922.0,TRF-1992,Warehouse Transfer,18,10,warehouse2,Transaction processed for Backup location,system,2025-12-05
2168,3081,1,Sale,2026-03-18,-8,58.16,465.28,SO-88226,Customer Sale,41,33,system,Transaction processed for WH_100 location,system,2026-03-18
2169,3101,1,Return,2026-01-04,4,91.55,366.2,RET-91540,Customer Return,93,97,system,Transaction processed for WH_100 location,system,2026-01-04
2170,3101,1,Receipt,2025-08-03,159,116.14,18466.26,PO-3796,Purchase Order Receipt,117,276,warehouse1,Transaction processed for WH_100 location,system,2025-08-03
2171,3022,1,Sale,2026-03-06,-33,352.53,11633.49,SO-11967,Customer Sale,98,65,warehouse1,Transaction processed for WH_100 location,system,2026-03-06
2172,3092,1,Sale,2025-10-15,-8,540.11,4320.88,SO-84790,Customer Sale,194,186,system,Transaction processed for WH_100 location,system,2025-10-15
2173,3052,1,Sale,2025-11-05,-7,115.25,806.75,SO-74960,Customer Sale,32,25,warehouse1,Transaction processed for WH_100 location,system,2025-11-05
2174,1551,1,Receipt,2025-07-14,14,64.48,902.72,PO-5078,Purchase Order Receipt,106,120,warehouse1,Transaction processed for WH_100 location,system,2025-07-14
2175,2011,1,Receipt,2025-09-10,184,119.83,22048.72,PO-7390,Purchase Order Receipt,40,224,system,Transaction processed for WH_100 location,system,2025-09-10
2176,3051,1,Receipt,2026-02-06,19,235.26,4469.94,PO-1841,Purchase Order Receipt,33,52,system,Transaction processed for WH_100 location,system,2026-02-06
2177,3012,1,Adjustment,2026-03-20,0,659.11,0.0,ADJ-2177,System Correction,282,282,system,Transaction processed for WH_100 location,system,2026-03-20
2178,3102,2,Receipt,2025-12-25,36,179.98,6479.28,PO-8296,Purchase Order Receipt,60,96,system,Transaction processed for Backup location,system,2025-12-25
2179,3031,2,Sale,2025-07-14,-33,419.97,13859.01,SO-41031,Customer Sale,93,60,warehouse1,Transaction processed for Backup location,system,2025-07-14
2180,1522,2,Sale,2026-04-10,-48,163.1,7828.8,SO-35451,Customer Sale,72,24,warehouse2,Transaction processed for Backup location,system,2026-04-10
2181,2111,2,Receipt,2025-11-20,140,140.57,19679.8,PO-2752,Purchase Order Receipt,1,141,system,Transaction processed for WH_200 location,system,2025-11-20
2182,2051,2,Sale,2025-07-24,-18,16.44,295.92,SO-30755,Customer Sale,57,39,warehouse1,Transaction processed for Backup location,system,2025-07-24
2183,3021,1,Adjustment,2025-07-03,3,270.38,811.14,ADJ-2183,Physical Count,57,60,warehouse1,Transaction processed for WH_100 location,system,2025-07-03
2184,2041,1,Sale,2026-02-18,-24,44.39,1065.36,SO-82323,Customer Sale,41,17,warehouse1,Transaction processed for WH_100 location,system,2026-02-18
2185,2112,1,Damage,2025-09-23,-8,66.6,532.8,DMG-2185,Quality Issue,170,162,system,Transaction processed for WH_100 location,system,2025-09-23
2186,3102,2,Adjustment,2026-03-12,17,173.13,2943.21,ADJ-2186,System Correction,0,17,warehouse2,Transaction processed for Backup location,system,2026-03-12
2187,1543,1,Damage,2025-12-24,-6,65.36,392.16,DMG-2187,Quality Issue,19,13,system,Transaction processed for WH_100 location,system,2025-12-24
2188,3021,1,Adjustment,2025-09-30,-20,270.38,5407.6,ADJ-2188,Cycle Count,56,36,system,Transaction processed for WH_100 location,system,2025-09-30
2189,1552,2,Receipt,2025-08-24,167,59.87,9998.29,PO-4068,Purchase Order Receipt,229,396,warehouse2,Transaction processed for WH_200 location,system,2025-08-24
2190,1532,1,Receipt,2025-07-14,147,64.47,9477.09,PO-1014,Purchase Order Receipt,151,298,warehouse2,Transaction processed for WH_100 location,system,2025-07-14
2191,1541,1,Sale,2026-02-25,-31,132.59,4110.29,SO-95994,Customer Sale,31,0,system,Transaction processed for WH_100 location,system,2026-02-25
2192,3022,1,Sale,2026-02-10,-27,352.53,9518.31,SO-81697,Customer Sale,46,19,warehouse2,Transaction processed for WH_100 location,system,2026-02-10
2193,1563,1,Transfer,2026-03-10,-42,70.33,2953.86,TRF-6443,Warehouse Transfer,102,60,warehouse2,Transaction processed for WH_100 location,system,2026-03-10
2194,3062,3,Transfer,2026-03-16,-8,88.18,705.44,TRF-7506,Warehouse Transfer,105,97,warehouse1,Transaction processed for WH_500 location,system,2026-03-16
2195,2051,2,Sale,2026-03-07,-10,16.44,164.4,SO-43538,Customer Sale,74,64,warehouse1,Transaction processed for Backup location,system,2026-03-07
2196,1561,1,Receipt,2025-10-09,140,83.54,11695.6,PO-3489,Purchase Order Receipt,5,145,system,Transaction processed for WH_100 location,system,2025-10-09
2197,3041,2,Adjustment,2025-08-05,10,127.74,1277.4,ADJ-2197,Physical Count,168,178,system,Transaction processed for WH_200 location,system,2025-08-05
2198,2012,2,Receipt,2026-02-23,114,324.96,37045.44,PO-6694,Purchase Order Receipt,70,184,system,Transaction processed for Backup location,system,2026-02-23
2199,1552,2,Return,2025-07-21,5,46.76,233.8,RET-49812,Customer Return,210,215,warehouse2,Transaction processed for WH_200 location,system,2025-07-21
2200,2051,1,Receipt,2025-12-19,142,16.76,2379.92,PO-3350,Purchase Order Receipt,91,233,warehouse1,Transaction processed for WH_100 location,system,2025-12-19
2201,3022,2,Sale,2026-04-01,-12,352.53,4230.36,SO-78169,Customer Sale,12,0,warehouse1,Transaction processed for Backup location,system,2026-04-01
2202,1553,1,Adjustment,2025-09-02,-8,91.38,731.04,ADJ-2202,Physical Count,71,63,system,Transaction processed for WH_100 location,system,2025-09-02
2203,1551,1,Receipt,2026-02-10,81,68.31,5533.11,PO-1630,Purchase Order Receipt,54,135,system,Transaction processed for WH_100 location,system,2026-02-10
2204,1531,2,Sale,2026-04-04,-22,91.09,2003.98,SO-31051,Customer Sale,106,84,warehouse2,Transaction processed for Backup location,system,2026-04-04
2205,2012,1,Receipt,2025-12-01,200,306.23,61246.0,PO-8786,Purchase Order Receipt,118,318,system,Transaction processed for WH_100 location,system,2025-12-01
2206,2041,1,Adjustment,2025-09-16,-17,44.39,754.63,ADJ-2206,Physical Count,96,79,warehouse2,Transaction processed for WH_100 location,system,2025-09-16
2207,3071,2,Return,2026-02-23,1,31.34,31.34,RET-76131,Customer Return,33,34,warehouse2,Transaction processed for WH_200 location,system,2026-02-23
2208,1522,2,Sale,2025-10-23,-28,163.1,4566.8,SO-45036,Customer Sale,32,4,warehouse1,Transaction processed for Backup location,system,2025-10-23
2209,2022,1,Transfer,2025-08-20,-8,36.37,290.96,TRF-4450,Warehouse Transfer,114,106,warehouse2,Transaction processed for WH_100 location,system,2025-08-20
2210,2021,1,Sale,2026-01-27,-6,71.31,427.86,SO-15597,Customer Sale,75,69,warehouse1,Transaction processed for WH_100 location,system,2026-01-27
2211,3103,1,Receipt,2025-09-13,151,185.07,27945.57,PO-6087,Purchase Order Receipt,162,313,system,Transaction processed for WH_100 location,system,2025-09-13
2212,3103,1,Adjustment,2025-08-21,-14,180.33,2524.62,ADJ-2212,Physical Count,215,201,warehouse2,Transaction processed for WH_100 location,system,2025-08-21
2213,3013,1,Sale,2025-08-09,-42,344.68,14476.56,SO-68362,Customer Sale,166,124,warehouse2,Transaction processed for WH_100 location,system,2025-08-09
2214,3061,1,Receipt,2025-11-20,197,149.57,29465.29,PO-6642,Purchase Order Receipt,70,267,system,Transaction processed for WH_100 location,system,2025-11-20
2215,2022,1,Sale,2025-11-22,-26,36.37,945.62,SO-94533,Customer Sale,158,132,system,Transaction processed for WH_100 location,system,2025-11-22
2216,1533,1,Sale,2025-11-05,-18,107.2,1929.6,SO-77759,Customer Sale,58,40,warehouse1,Transaction processed for WH_100 location,system,2025-11-05
2217,1571,1,Damage,2026-02-22,-8,109.65,877.2,DMG-2217,Warehouse Damage,247,239,warehouse2,Transaction processed for WH_100 location,system,2026-02-22
2218,3011,1,Transfer,2026-03-20,-16,968.68,15498.88,TRF-3268,Warehouse Transfer,261,245,warehouse2,Transaction processed for WH_100 location,system,2026-03-20
2219,3013,1,Transfer,2026-01-03,-35,344.68,12063.8,TRF-3275,Warehouse Transfer,80,45,system,Transaction processed for WH_100 location,system,2026-01-03
2220,3022,1,Sale,2026-04-28,-5,352.53,1762.65,SO-18272,Customer Sale,5,0,warehouse1,Transaction processed for WH_100 location,system,2026-04-28
2221,1553,1,Receipt,2026-01-27,109,92.4,10071.6,PO-8035,Purchase Order Receipt,213,322,warehouse1,Transaction processed for WH_100 location,system,2026-01-27
2222,3022,2,Sale,2025-11-16,-19,352.53,6698.07,SO-79139,Customer Sale,96,77,warehouse1,Transaction processed for Backup location,system,2025-11-16
2223,2091,1,Receipt,2025-08-11,19,7.84,148.96,PO-6377,Purchase Order Receipt,22,41,warehouse1,Transaction processed for WH_100 location,system,2025-08-11
2224,3062,3,Sale,2025-09-18,-2,88.18,176.36,SO-54689,Customer Sale,17,15,warehouse2,Transaction processed for WH_500 location,system,2025-09-18
2225,3103,2,Sale,2025-08-03,-22,180.33,3967.26,SO-46976,Customer Sale,93,71,warehouse2,Transaction processed for Backup location,system,2025-08-03
2226,3011,1,Return,2025-08-26,3,774.94,2324.82,RET-64808,Customer Return,268,271,system,Transaction processed for WH_100 location,system,2025-08-26
2227,3061,1,Sale,2025-10-13,-6,151.7,910.2,SO-60978,Customer Sale,42,36,system,Transaction processed for WH_100 location,system,2025-10-13
2228,3042,1,Sale,2026-03-22,-27,62.54,1688.58,SO-37605,Customer Sale,179,152,warehouse2,Transaction processed for WH_100 location,system,2026-03-22
2229,1553,1,Sale,2025-09-07,-36,91.38,3289.68,SO-63688,Customer Sale,44,8,warehouse1,Transaction processed for WH_100 location,system,2025-09-07
2230,1531,2,Sale,2025-12-25,-23,91.09,2095.07,SO-20265,Customer Sale,23,0,warehouse1,Transaction processed for Backup location,system,2025-12-25
2231,1522,1,Receipt,2026-04-25,41,162.48,6661.68,PO-6584,Purchase Order Receipt,58,99,system,Transaction processed for WH_100 location,system,2026-04-25
2232,1532,1,Sale,2026-04-02,-6,67.64,405.84,SO-63025,Customer Sale,79,73,system,Transaction processed for WH_100 location,system,2026-04-02
2233,2111,2,Receipt,2025-12-04,95,139.33,13236.35,PO-7498,Purchase Order Receipt,68,163,warehouse2,Transaction processed for WH_200 location,system,2025-12-04
2234,1542,1,Transfer,2026-04-19,-48,90.83,4359.84,TRF-7003,Warehouse Transfer,83,35,system,Transaction processed for WH_100 location,system,2026-04-19
2235,3102,2,Return,2026-01-28,5,138.5,692.5,RET-13322,Customer Return,48,53,warehouse2,Transaction processed for Backup location,system,2026-01-28
2236,1522,1,Transfer,2026-03-16,-39,163.1,6360.9,TRF-5191,Warehouse Transfer,214,175,system,Transaction processed for WH_100 location,system,2026-03-16
2237,1561,1,Adjustment,2026-02-14,-1,82.06,82.06,ADJ-2237,Physical Count,5,4,warehouse2,Transaction processed for WH_100 location,system,2026-02-14
2238,2091,1,Return,2025-10-23,2,6.38,12.76,RET-19122,Customer Return,94,96,warehouse2,Transaction processed for WH_100 location,system,2025-10-23
2239,2012,2,Sale,2026-04-01,-42,312.61,13129.62,SO-60381,Customer Sale,72,30,warehouse2,Transaction processed for Backup location,system,2026-04-01
2240,3103,1,Receipt,2025-08-17,177,181.36,32100.72,PO-9391,Purchase Order Receipt,203,380,warehouse1,Transaction processed for WH_100 location,system,2025-08-17
2241,3071,2,Adjustment,2025-07-25,2,39.17,78.34,ADJ-2241,System Correction,0,2,warehouse2,Transaction processed for WH_200 location,system,2025-07-25
2242,3072,1,Sale,2026-01-19,-48,10.7,513.6,SO-30792,Customer Sale,97,49,warehouse2,Transaction processed for WH_100 location,system,2026-01-19
2243,1563,1,Receipt,2026-04-03,20,69.29,1385.8,PO-4153,Purchase Order Receipt,46,66,system,Transaction processed for WH_100 location,system,2026-04-03
2244,3031,3,Transfer,2026-01-11,-39,419.97,16378.83,TRF-3029,Warehouse Transfer,69,30,warehouse1,Transaction processed for WH_500 location,system,2026-01-11
2245,1562,1,Sale,2025-08-06,-13,121.04,1573.52,SO-16393,Customer Sale,19,6,warehouse1,Transaction processed for WH_100 location,system,2025-08-06
2246,1552,2,Sale,2025-07-24,-26,58.45,1519.7,SO-61221,Customer Sale,186,160,warehouse2,Transaction processed for WH_200 location,system,2025-07-24
2247,3091,2,Sale,2025-10-15,-5,456.94,2284.7,SO-95795,Customer Sale,54,49,system,Transaction processed for Backup location,system,2025-10-15
2248,3022,2,Sale,2025-09-27,-12,352.53,4230.36,SO-89594,Customer Sale,21,9,warehouse2,Transaction processed for Backup location,system,2025-09-27
2249,1561,1,Adjustment,2026-01-31,-11,82.06,902.66,ADJ-2249,Physical Count,100,89,warehouse1,Transaction processed for WH_100 location,system,2026-01-31
2250,2021,1,Adjustment,2026-03-11,13,71.31,927.03,ADJ-2250,System Correction,94,107,warehouse1,Transaction processed for WH_100 location,system,2026-03-11
